게시물 ID,고유 링크,게시물 메시지,유형,국가,언어,게시일,광고 타겟,전체 기간 내 게시물 총 도달수,전체 기간 내 게시물의 유기적 도달 범위,전체 기간 내 게시물 광고 도달 범위,전체 기간 내 게시물 총 노출수,전체 기간 내 게시물 유기적 노출수,전체 기간 내 광고로 인한 게시물 노출수,전체 기간 내 참여한 사용자,전체 기간 내 게시물 이용자,전체 기간 내 게시물 소비,전체 기간 내 부정적인 사용자 피드백,전체 기간 내 페이지 좋아요를 누른 사람에 의한 게시물 노출수,전체 기간 내 페이지 좋아요를 누른 사람을 통한 게시물 도달 범위,전체 기간 내 광고로 인해 페이지 좋아요를 누른 사람에 대한 게시물 노출수,전체 기간 내 페이지를 좋아하는 사람들에 의한 게시물의 광고 도달 범위,전체 기간 내 페이지 좋아요를 누른 후 게시물에 참여한 사람,전체 기간 내 95%까지 재생한 유기적 조회수,전체 기간 내 95%까지 재생한 유기적 조회수,전체 기간 내 95%까지 재생한 광고 조회수,전체 기간 내 95%까지 재생한 광고 조회수,전체 기간 내 유기적 동영상 조회수,전체 기간 내 유기적 동영상 조회수,전체 기간 내 광고 동영상 조회수,전체 기간 내 광고 동영상 조회수,전체 기간 내 평균 동영상 재생 시간,전체 기간 동영상 길이,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - like,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - comment,전체 기간 내 행동별 이야기 하고 있는 사람들(게시물) - share,전체 기간 내 행동 유형별 게시물 소식 - like,전체 기간 내 행동 유형별 게시물 소식 - comment,전체 기간 내 행동 유형별 게시물 소식 - share,전체 기간 내 유형별 게시물 이용자 - other clicks,전체 기간 내 유형별 게시물 이용자 - photo view,전체 기간 내 유형별 게시물 소비 - other clicks,전체 기간 내 유형별 게시물 소비 - photo view,,,,,,
134338226999288_159586081141169,https://www.facebook.com/Sghumans/posts/159586081141169:0,"#16
&quot;한 살 차이 남동생이 있는데, 어렸을 때 제가 많이 괴롭혔어요. 그러다 어떤 사건을 계기로 제가 그동안 괴롭힌 것들이 터져버리고, 지금까지도 아직 완전히 화해를 하지 못했어요. 군대에 있을 때 거의 2년 가까이 얼굴도 못 보고 지냈었어요.. 그러다 전역하고 난 뒤 제가 일방적으로 찾아갔어요. 연락을 안 받으니까.. 주소는 부모님께서 알려주셔서 알았거든요. 밖에서 기다리다가 현관문 비밀번호를 모르니 다른 사람 들어갈 때 같이 들어갔어요. 미안하다 사과하고 조금씩 가까이 가려고 하고 있어요. 저는 동생이랑 다시 사이가 좋아졌으면 하는데, 동생은 아직 힘든 것 같아요. 처음에 동생을 찾아 갔을떄에는 동생이 전화도 안 받고 억지로 방문을 두드려서 어쩔 수 없이 나왔었어요. 그런데 최근에 찾아갔을 떄에는 잠깐 내려오라고 하니까 내려오더라고요. 조금이라도 진전이 있으니 그래도 다행이라고 생각해요.&quot;",Photo,,,08/14/2016 07:14:50 PM, ,1679,858,0,4162,3097,0,349,336,395,0,3064,816,0,0,233,0,0,0,0,0,0,0,0,0,0,,24,,,27,,286,76,305,90,,,,,,
134338226999288_158747311225046,https://www.facebook.com/Sghumans/posts/158747311225046:0,"#15
&quot;제 버킷리스트 중 하나는 언젠가 시인과 연애해보는거에요. 직업이 시인일 필요는 없지만 글 쓰시는 분이나 여자친구한테 감성적으로 대해주시는 분이 좋아요. 여자친구를 보면서 느끼는 감정들을 예쁜 말로 표현해주시는게 참 로맨틱하더라구요. 저는 그런 멋진 감성을 가진 사람이 이상형이에요.&quot; 
-혹시 주위에 그런 분이 계신가요?
&quot;(친구를 가리키면서) 어! 쟤가 저번에 말해줬는데 있대요. 그분도 엄청 감성적이세요. 글도 잘 쓰시고. 맘에 들어요.&quot;",Photo,,,08/13/2016 07:50:59 PM, ,2480,861,0,5417,3163,0,516,502,644,0,3184,840,0,0,285,0,0,0,0,0,0,0,0,0,0,,42,2,,42,3,446,97,531,113,,,,,,
134338226999288_158747124558398,https://www.facebook.com/Sghumans/posts/158747124558398:0,"#14
&quot;저는 153번 버스 타고 다니는 걸 좋아해요. 대학 생활의 일부분을 차지하고 있어요. 저는 지하철로 통학했을 때 가장 빠른데 환승을 1번 해야해요. 하지만 153번 버스를 탔을 경우에는 환승은 하지않아도 되지만 엄청 돌아가서 시간이 오래걸려요. 이 동네 저 동네 다 가거든요. 하지만 생각을 정리하고 싶을 때, 음악을 듣고 싶을 때, 인간관계 때문에 힘들 때, 우울할 때 등 그럴 때마다 버스를 꼭 타요. 바깥 풍경 보면서.
제겐 감정이 담겨있는 버스입니다.&quot;",Photo,,,08/13/2016 07:50:24 PM, ,4275,804,0,7092,2620,0,895,872,1182,1,2632,786,0,0,338,0,0,0,0,0,0,0,0,0,0,2,80,8,2,80,13,779,194,935,247,,1,,,1,
134338226999288_157393484693762,https://www.facebook.com/Sghumans/posts/157393484693762:0,"#13
&quot;동아리를 하면서 좋은 사람들을 많이 알게 돼서 많은 사람들이랑 친해졌어요. 그런데 친한 사람들이 많아지다 보니까 소중한 사람들한테 그만큼 좀 소홀해지더라고요. 그런 부분에 대해서 미안한 마음이 들어 어떻게 해야 할 지 많이 고민했고 고민하고 있어요. 많은 사람들이랑 친해지는 것도 좋지만, 저를 소중하게 생각해주는 사람들한테 잘하고 싶어요.&quot;",Photo,,,08/12/2016 02:18:42 AM, ,1837,743,0,3954,2316,0,328,294,410,0,2375,727,0,0,191,0,0,0,0,0,0,0,0,0,0,,51,1,,53,1,235,103,271,139,,,,,,
134338226999288_156591521440625,https://www.facebook.com/Sghumans/posts/156591521440625:0,"#12
 “저는 조금 특별한 군 생활을 했어요. 원래는 포병 부대에 있다가 군 생활 2년간 나름대로 의미 있고 보람찬 일을 하고 싶어서 유해 발굴단으로 파견 지원을 해서 가게 됐죠. 정말 열심히 땅을 팠어요. 그냥 땅을 파는 것도 힘든데 온갖 장비를 들고 산을 끝까지 오르면서 하는 활동이었어요. 처음엔 참전용사 분들의 유해를 발굴하면서, 또 그 유해를 운구하면서 정말 보람을 많이 느꼈어요. 그리고 산에 온 등산객들이 저희들에게 응원을 해줄 때 너무 기뻤어요. 하지만 힘든 일도 많았고 회의감도 많이 들었어요.&quot;
&quot;무슨 일이 있었나요?&quot;
&quot;예를 들어 유해가 그곳에 있음에도 불구하고 사단장이 오는 시기에 맞춰 발굴하거나 발굴된 유해의 위치를 옮겨서 조금 보기 좋게 사진을 찍는 경우도 있었어요. 이런 일을 겪을 때면 도망치고 싶은 마음도 들었어요. 그렇지만 저만 힘든 건 아닐 것이라고 생각했어요. 또한 전우들과의 교감이 군 생활에서 큰 버팀목이 되었구요. 군 생활을 하시는 모든 국군 장병들이 힘들거에요. 전역자로서 그들의 군 생활을 응원하고 싶어요. 제가 등산객들에게 받은 응원처럼 말이죠.”",Photo,,,08/11/2016 01:40:44 AM, ,3365,828,0,6036,2838,0,717,693,944,2,2848,806,0,0,353,0,0,0,0,0,0,0,0,0,0,1,63,7,1,64,7,617,126,749,195,,2,,,2,
134338226999288_153153785117732,https://www.facebook.com/Sghumans/posts/153153785117732:0,"#11
 “저희 집안에 선생님이 되게 많았어요. 저도 처음엔 선생님이 되려고 사범대에 진학해서 다녔죠. 그런데 집안에 형제가 많기도 하고, 여러가지 사정으로 인해 아버지께서 제가 빨리 안정적인 직업을 얻는 걸 원하셨어요. 그래서 간호학과로 다시 진학하게 됐고, 저는 양호선생님이 되었어요. 아버지의 영향이 컸지만 후회는 없어요. 덕분에 좋은 학생들 많이 만났고 보람된 일을 하고 있어서 좋아요.”
  
 “혹시 최근에 보고 싶은 사람이 있으신가요?”
  
  “고등학교 2학년 때 담임선생님이 가장 생각나요. 선생님을 뵌 지는 10년이 조금 넘은 것 같네요. 고교시절 친구들은 지금까지도 가끔씩 만나는데, 선생님은 보통 그렇게 자주 만나게 되지  않잖아요. 고교시절 친구들과 만날 때마다 항상 선생님 이야기를 하게 돼요. 선생님, 친구들과 얽혀있는 시간들이 저에게 정말 소중한 시간이었어요.”",Photo,,,08/06/2016 09:44:54 PM, ,2444,721,0,4521,2176,0,359,320,380,0,2152,661,0,0,216,0,0,0,0,0,0,0,0,0,0,,59,1,,61,1,268,71,294,86,,,,,,
134338226999288_152216648544779,https://www.facebook.com/Sghumans/posts/152216648544779:0,"#10
“지금 무엇을 하고 계셨나요?” 
“과외받는 중이었어요. 서강대 선생님한테 수학과 영어를 배우는 중학생 3학년이에요.서강대 선생님은 경영학과구요.”
“현재 중3으로서 가장 큰 고민은 무엇인가요?”
“고등학교 진학이에요.. 저는 남녀공학인 고등학교를 가고 싶은데 엄마는 계속 남고를 보내려고 해요. 공학에 진학해서 행복한 고등학교 생활을 하고 싶어요.&quot;",Photo,,,08/06/2016 12:10:02 AM, ,3370,773,0,5707,2286,0,711,674,901,0,2208,713,0,0,363,0,0,0,0,0,0,0,0,0,0,,86,3,,88,7,604,138,722,179,,,,,,
134338226999288_151559978610446,https://www.facebook.com/Sghumans/posts/151559978610446:0,"#9
&quot;저 어렸을 적에는 엄마가 매일 쿠키를 구워줬어요. 엄마가 &quot;쿠키 다 됐다!&quot; 하면 제가 버선발로 쪼르르 달려가서 그 오븐용 두꺼운 장갑 있잖아요, 그걸 끼고 제가 오븐에서 꺼내왔어요. 갓 구운 쿠키를 오븐에서 꺼내오던 그 순간이 가장 그리워요. &quot;",Photo,,,08/05/2016 05:19:44 AM, ,2088,632,0,3577,1638,0,354,326,550,0,1643,591,0,0,197,0,0,0,0,0,0,0,0,0,0,,46,10,,46,13,254,120,371,179,,,,,,
134338226999288_151339221965855,https://www.facebook.com/Sghumans/posts/151339221965855:0,"#8 
&quot;가수가 되고 싶다고 하셨는데, 좋아하는 가수가 있나요?&quot;
 
 &quot;마이클잭슨이요. 마이클잭슨은 어렸을 적 흑인이라는 이유만으로 비난을 많이 받았고, 힘든 시절을 겪었어요. 저도 중학교때부터 아르바이트를 시작해서 여기저기에서 일을 하며 지내다 마이클잭슨 노래를 듣게 됐는데, 아 이사람도 어쩌면 나랑 생각하는 것은 달라도 '힘들다'라는 주제만으로는 나와 똑같겠구나 하는 생각이 들었어요. 그래서 저작권 문제 때문에 음원사이트에 나오지 않는 노래들, 콘서트 노래들까지 하나하나 다 유튜브에서 찾아서 들었어요.&quot;
 
 &quot;어떤 노래를 부르고 싶나요?&quot;
 
 &quot;세상을 평등하게 바라볼 수 있게 하는 노래를 만들고 싶어요. 모든 사람들이 공감할 수 있는, 편견없는 색깔을 가진 노래를 만들고 싶어요. 남자여서 이런 노래만을 할 수 있는 것도 아니고, 여자여서 이런 노래만을 할 수 있는 것도 아니잖아요. 여러가지를 다양하게 시도해보고 싶어요.&quot;",Photo,,,08/04/2016 11:52:09 PM, ,1628,524,0,2850,1270,0,285,242,358,0,1318,499,0,0,157,0,0,0,0,0,0,0,0,0,0,,62,2,,62,2,161,104,197,161,,,,,,
134338226999288_151261648640279,https://www.facebook.com/Sghumans/posts/151261648640279:0,"#7
“이 와플 가게도 벌써 10년이 다 되어가네요. 사실 나는 무역회사를 오래했어요. 시청 앞에 무교동에서 한 30년 가까이 하다가 이 와플 가게를 시작하게 됐지요.”
“사장님에게 가장 소중한 것은 무엇인가요?”
“지금이야 뭐 손자 손녀들이 제일 예쁘지 뭐 하하하. 내가 남매를 뒀는데 둘 다 시집 장가를 가서 아기들이 있어요. 그 아기들이 지금 최고의 선물이에요. 큰애는 10살이고 막내애는 3살 중간애는 7살이고 한창 예쁘지 뭐. 내리사랑이라고 손자 손녀들 보는 맛에 요새 살지요.&quot;",Photo,,,08/04/2016 09:20:40 PM, ,18077,544,0,37341,1372,0,3350,3117,4565,0,2760,671,0,0,568,0,0,0,0,0,0,0,0,0,0,5,693,44,6,815,64,2925,377,4070,495,,,,,,
134338226999288_143450512754726,https://www.facebook.com/Sghumans/posts/143450512754726:0,"#6
&quot;기숙사에는 외국인 학생들도 있지만 그 학생들도 한국의 예의문화를 잘 아는 것 같아요. 어른들에게 정말 예의바르게 잘해요. 근데 가끔 외박할 때는 좀 달라져서, 잘 모르는 척 지나가기도 하죠.&quot; 
&quot;퇴근 후에는 주로 무엇을 하시나요?&quot;
&quot;퇴근 후에는 주로 잠을 자요. 우리는 교대 근무 형식이 아니라 24시간 근무형태라 일이 끝난 후에는 잠을 자는 것이 생활이에요.&quot;",Photo,,,07/27/2016 01:27:11 AM, ,1209,175,0,1750,338,0,219,161,202,0,396,174,0,0,95,0,0,0,0,0,0,0,0,0,0,,72,,,74,,120,40,130,72,,,,,,
134338226999288_143449529421491,https://www.facebook.com/Sghumans/posts/143449529421491:0,"#5
&quot;가장 좋아하는 농구선수가 누구에요?&quot;
&quot;더크 노비츠키! 포워드에 있어서 다른 선수들이 그냥 커피라면 이 선수는 T,O.P라고 생각해요&quot;
&quot;자신에게 있어서 농구란 어떤 의미가 있나요?&quot;
&quot;농구하면서 건강이 전보다 훨씬 좋아졌어요. 농구라는 것에 크게 의미를 두고 있지 않지만 좋아하는 취미이자 운동으로 생각하고 싶어요.&quot;",Photo,,,07/27/2016 01:26:14 AM, ,498,169,0,852,334,0,107,86,119,1,404,175,0,0,60,0,0,0,0,0,0,0,0,0,0,,25,3,,27,3,50,42,57,62,,1,,,1,
134338226999288_141776559588788,https://www.facebook.com/Sghumans/posts/141776559588788,* photographer_ 최근우,Photo,,,07/25/2016 06:01:13 AM, ,115,70,0,205,128,0,31,31,68,0,191,105,0,0,25,0,0,0,0,0,0,0,0,0,0,,,,,,,8,24,8,60,,,,,,
134338226999288_141770666256044,https://www.facebook.com/Sghumans/posts/141767536256357,Humans of Sogang,Photo,,,07/25/2016 05:51:08 AM, ,29,0,0,38,0,0,28,26,116,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,,2,,,2,,,26,,116,,,,,,
134338226999288_140944209672023,https://www.facebook.com/Sghumans/posts/140944209672023:0,"#4
&quot;아내분의 어떤 점이 좋아요?”
“제 아내가 항상 묻는 질문이네요. 아내가 물어도 대답을 못하겠는데 하하.. 그녀의 모든 점이 다 좋은데 말이죠.”
“한국에 무슨 일로 오셨나요?”
“사실, 제 아내는 한국인이에요. 그녀가 스위스에서 공부할 때 만났죠. 저는 지금 한국에서 한국어를 공부하며 동시에 스위스 회사에서 개발자로 일하고 있어요. 지금은 여기에서 원거리로 회사 일을 하고 있고요. 아내는 항상 저를 동기부여 해주는 존재에요&quot;",Photo,,,07/24/2016 07:56:37 AM, ,690,160,0,1130,351,0,163,129,170,0,372,148,0,0,76,0,0,0,0,0,0,0,0,0,0,,44,1,,45,1,84,52,96,74,,,,,,
134338226999288_140843393015438,https://www.facebook.com/Sghumans/posts/140843393015438:0,"#3
 “제일 무서운 게 자신에 대한 믿음, 확신이 무너지는 것이라고 생각해요.. 처음엔 자신 있어서 시작했는데, 상황이나 공부 자체보다는 그런 자신이 없어지는 거 같아 그게 제일 힘들어요. “",Photo,,,07/24/2016 06:42:05 AM, ,611,147,0,1506,296,0,109,80,122,0,332,124,0,0,44,0,0,0,0,0,0,0,0,0,0,1,38,2,1,42,2,43,40,70,52,,,,,,
134338226999288_137771579989286,https://www.facebook.com/Sghumans/posts/137771579989286:0,"#2 
&quot;아내분과는 어떻게 만나게 되었어요?&quot;
&quot;중매지, 중매. 처음 보자마자 마음에 들었어. 모든 게 다 좋았어. 100%. 아들 둘이 있는데 장가가는 모습을 정말 보고 싶어. 세상이 이래서 갈 수 있을지 모르겠어.&quot;
&quot;가장 기억에 남는 단골이 있나요?&quot;
&quot;며칠전에 한 학생이 6년 동안 외국에 가게 됐는데 6년 후에도 꼭 여기서 장사해달라고..그때도 꼭 뵙자고 그땐 아내를 데리고 오겠다고 하더라고. 항상 학생들에게 고맙지 나는..&quot;
#소구장 #사장님 #16년째영업중 #메뉴는충분해",Photo,,,07/21/2016 01:38:49 AM, ,7708,116,0,11821,197,0,1196,963,1162,0,749,306,0,0,254,0,0,0,0,0,0,0,0,0,0,2,340,22,2,340,32,850,167,944,218,,,,,,
134338226999288_137770766656034,https://www.facebook.com/Sghumans/posts/137770766656034:0,"#1
&quot;저도 서강대에 다니고 싶었어요.그땐 사정상 힘들었지만 지금은 서강대를 식당으로라도 다니고 있잖아요? 항상 감사한 마음이 들죠.&quot;
&quot;학생들에게 가장 해주고 싶은 요리가 있나요?&quot;
&quot;학생들이 고기를 많이 좋아하는 것 같아요. 많이 해주고 싶은데 사정상 그게 안되니까 안타까워요. 학생들 밝고 착하고 공부도 잘하고, 다들 너무 예뻐요. 이 시기만 잘 보내면 향후가 행복하니까 다들 힘들어도 화이팅하셨으면 좋겠어요.&quot;
#우정관 #학식 #어머님 #따뜻 #서강대선배님이셨을수도",Photo,,,07/21/2016 01:36:55 AM, ,4684,117,0,7343,192,0,775,623,758,1,590,283,0,0,193,0,0,0,0,0,0,0,0,0,0,1,237,2,1,243,2,539,101,606,152,,1,,,1,
